ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
13,HIDALGO,15,CUAUTEPEC DE HINOJOSA,24,69,2600,3301,341,223,989,243,280,13215,440,96,47,16,6,41,41,19,7,386,144,13,149,24,1184,32,680,24517,41971
13,HIDALGO,16,CHAPANTONGO,10,16,1030,1140,97,787,207,51,92,2535,120,21,10,7,0,24,59,2,5,85,36,6,37,0,255,0,306,6912,9700
13,HIDALGO,17,CHAPULHUACAN,25,33,539,2796,1170,60,484,87,114,3745,234,35,50,2,2,45,31,17,0,79,45,7,43,4,177,0,531,10297,16234
13,HIDALGO,18,CHILCUAUTLA,15,25,568,1215,172,101,490,72,103,5206,103,25,9,5,3,19,29,5,3,166,62,9,42,6,323,1,298,9035,13204
13,HIDALGO,19,EL ARENAL,11,23,678,1863,113,37,274,63,98,4815,155,15,5,6,0,24,23,5,1,159,47,12,39,0,296,1,190,8919,13512
13,HIDALGO,20,ELOXOCHITLAN,7,8,43,379,31,426,108,15,5,530,30,0,1,0,0,4,15,1,0,16,1,1,5,0,17,0,45,1673,2427
13,HIDALGO,21,EMILIANO ZAPATA,8,18,566,1081,66,25,262,54,82,3971,141,29,8,7,0,23,21,15,0,145,77,13,52,1,317,1,187,7144,10867
13,HIDALGO,22,EPAZOYUCAN,11,22,1267,1213,85,35,240,66,150,3643,141,50,19,10,0,32,16,18,2,156,32,7,55,2,383,1,195,7818,11591
13,HIDALGO,23,FRANCISCO I. MADERO,17,45,888,2217,315,104,739,101,301,12491,242,29,21,11,0,42,48,18,4,362,157,19,97,0,599,1,338,19144,26754
13,HIDALGO,24,HUASCA DE OCAMPO,19,28,994,1195,291,56,324,63,98,4151,153,30,42,6,1,25,17,4,1,132,38,3,69,0,282,7,282,8264,13672
13,HIDALGO,25,HUAUTLA,26,34,258,1344,119,65,335,113,1856,6325,327,10,2,1,1,32,26,31,6,131,43,15,48,16,69,0,427,11600,15826
13,HIDALGO,26,HUAZALINGO,10,19,138,1089,1812,23,124,55,114,2722,121,8,28,0,2,22,12,13,2,35,14,0,17,1,53,0,292,6697,8746
13,HIDALGO,27,HUEHUETLA,16,31,396,2738,389,56,203,120,490,5760,124,8,20,3,2,42,24,39,6,101,45,4,37,2,96,1,584,11290,16429
13,HIDALGO,28,HUEJUTLA DE REYES,52,150,2394,8620,735,289,1881,517,946,30331,7314,82,44,21,10,131,116,68,15,1001,234,139,923,17,796,22,2857,59503,88351
13,HIDALGO,29,HUICHAPAN,37,65,4131,4487,243,723,595,171,257,8210,338,117,34,25,4,80,120,13,2,370,118,13,104,7,1394,4,580,22140,34140
13,HIDALGO,30,IXMIQUILPAN,61,131,2666,4972,429,164,4190,249,1058,28835,409,80,33,13,6,111,63,48,9,651,389,35,189,4,1816,6,956,47381,70363
13,HIDALGO,31,JACALA DE LEDEZMA,19,24,406,1713,474,41,388,41,74,2438,74,41,34,1,5,31,18,11,1,91,37,2,19,0,103,0,289,6332,9610
13,HIDALGO,32,JALTOCAN,12,16,145,1665,121,22,139,55,70,2438,402,6,7,2,0,28,13,12,5,60,14,9,52,0,46,0,208,5519,7715
13,HIDALGO,33,JUAREZ HIDALGO,4,5,47,569,359,6,38,9,12,479,24,3,5,0,2,8,9,2,0,8,4,0,2,0,14,0,52,1652,2445
13,HIDALGO,34,LA MISION,11,17,210,773,2414,24,204,37,33,1036,46,61,45,2,7,13,14,3,1,35,15,1,17,2,56,0,281,5330,7901
13,HIDALGO,35,LOLOTLA,8,13,277,1130,86,25,379,39,93,1964,125,17,6,2,0,8,20,7,1,81,44,12,36,0,50,1,201,4604,6869
13,HIDALGO,36,METEPEC,9,18,586,442,396,51,327,97,181,3371,234,23,37,7,2,10,8,8,4,125,34,9,39,1,358,1,303,6654,9055
13,HIDALGO,37,METZTITLAN,26,38,559,2338,1007,53,411,105,156,3786,610,33,24,8,7,38,37,18,1,208,60,13,123,0,206,3,474,10278,16682
13,HIDALGO,38,MINERAL DEL CHICO,10,14,357,793,421,49,111,46,45,1841,85,20,22,2,2,22,20,2,0,67,16,2,24,0,219,2,142,4310,6699
13,HIDALGO,39,MINERAL DEL MONTE,12,22,717,978,57,53,194,38,198,3961,131,26,6,2,1,24,12,20,1,156,32,10,42,0,315,1,176,7151,11106
13,HIDALGO,40,MINERAL DE LA REFORMA,76,188,10485,9364,443,308,2011,364,797,41627,1050,364,110,53,16,284,141,89,19,1686,403,65,349,37,5372,53,1128,76618,115964
13,HIDALGO,41,MIXQUIAHUALA DE JUAREZ,22,58,1726,2657,208,205,2039,139,364,12190,246,71,24,11,3,38,33,26,8,334,169,16,80,0,1265,5,368,22225,32237
13,HIDALGO,42,MOLANGO DE ESCAMILLA,15,19,162,864,85,38,452,65,163,3043,197,4,4,0,0,20,11,15,3,143,41,18,28,3,90,1,248,5698,8028
13,HIDALGO,43,NICOLAS FLORES,19,20,1527,485,28,24,87,22,24,1189,29,18,16,2,0,4,2,0,1,27,13,1,6,0,21,2,92,3620,5076
13,HIDALGO,44,NOPALA DE VILLAGRAN,10,20,1482,1489,82,553,217,81,80,2451,81,27,13,13,1,25,63,2,7,95,43,4,21,5,322,1,226,7384,11383
13,HIDALGO,45,OMITLAN DE JUAREZ,10,14,418,1159,77,39,140,48,61,2621,96,12,10,1,0,13,19,4,1,70,26,3,35,0,80,0,115,5048,7082
13,HIDALGO,46,PACULA,10,11,1173,481,22,12,123,16,31,417,17,49,23,1,1,8,5,1,0,12,8,2,8,5,18,2,77,2512,4135
13,HIDALGO,47,PACHUCA DE SOTO,129,371,22403,24476,1010,656,4052,860,1200,78558,1915,884,166,135,19,721,395,156,26,3077,782,106,634,37,9478,104,2396,154246,226432
13,HIDALGO,48,PISAFLORES,20,28,1345,3214,149,35,229,57,136,2059,56,41,50,3,1,37,21,17,2,38,23,2,11,2,61,5,350,7944,12589
13,HIDALGO,49,PROGRESO DE OBREGON,12,30,1095,1834,99,70,609,70,123,7392,119,40,19,9,0,34,22,9,8,180,76,6,54,6,651,3,209,12737,17993
13,HIDALGO,50,SAN AGUSTIN METZQUITITLAN,14,18,284,1306,70,20,165,63,67,2622,195,13,5,1,3,20,12,3,0,99,35,9,46,0,85,0,140,5263,7521
13,HIDALGO,51,SAN AGUSTIN TLAXIACA,18,41,1336,2910,194,97,463,101,124,8700,342,48,18,13,0,46,28,12,5,261,90,15,113,0,695,4,352,15967,23797
13,HIDALGO,52,SAN BARTOLO TUTOTEPEC,17,28,235,2702,954,111,181,56,220,3015,97,12,24,1,13,34,20,29,8,67,21,6,27,3,103,3,604,8546,12797
13,HIDALGO,53,SAN FELIPE ORIZATLAN,24,52,2864,5330,268,105,583,179,256,6489,489,79,87,19,2,74,76,48,2,202,59,20,72,5,157,3,1063,18531,27615
13,HIDALGO,54,SAN SALVADOR,24,45,704,1981,273,112,738,106,318,11833,271,27,6,7,0,59,31,12,5,328,136,20,107,0,614,2,340,18030,25494
13,HIDALGO,55,SANTIAGO DE ANAYA,19,27,459,1440,116,38,373,61,103,5268,102,15,10,3,0,24,18,4,1,160,56,4,50,3,235,4,193,8740,12750
13,HIDALGO,56,SANTIAGO TULANTEPEC DE LUGO GUERRERO,11,39,1535,2595,152,100,459,128,99,7919,166,58,23,10,2,27,31,4,1,215,80,10,44,6,814,1,310,14789,25028
13,HIDALGO,57,SINGUILUCAN,11,20,723,1077,63,104,388,97,339,3997,200,23,8,5,2,24,11,24,3,145,36,8,59,1,331,5,242,7915,12270
13,HIDALGO,58,TASQUILLO,19,28,463,1084,256,49,542,61,96,5136,96,19,10,1,2,22,11,7,2,127,83,8,40,8,187,1,210,8521,14389
13,HIDALGO,59,TECOZAUTLA,25,47,2839,2297,281,218,1312,244,253,5944,369,82,44,27,9,25,34,7,3,269,133,13,60,10,562,4,471,15510,26710
13,HIDALGO,60,TENANGO DE DORIA,14,25,289,1168,681,62,199,91,325,3958,291,15,38,2,3,28,11,35,3,115,13,4,38,1,94,0,324,7788,12041
13,HIDALGO,61,TEPEAPULCO,38,78,3071,3687,254,126,871,216,383,17040,491,121,29,22,10,100,50,23,11,583,176,32,192,5,1752,5,552,29802,43377
13,HIDALGO,62,TEPEHUACAN DE GUERRERO,33,43,596,5375,950,117,486,148,198,3783,293,42,32,6,2,55,32,10,3,166,31,9,32,2,115,1,668,13152,18812
13,HIDALGO,63,TEPEJI DEL RIO DE OCAMPO,33,100,3956,4075,547,398,1709,310,626,22779,691,129,46,17,7,79,71,23,12,1019,294,47,200,33,1951,11,804,39834,60914
13,HIDALGO,64,TEPETITLAN,8,16,921,874,96,70,195,30,41,2519,86,18,18,2,0,24,24,5,2,91,40,2,24,5,262,0,144,5493,7879
13,HIDALGO,65,TETEPANGO,7,15,250,646,48,17,899,42,77,3461,126,11,0,1,1,13,13,5,1,149,76,5,21,0,169,0,93,6124,8698
13,HIDALGO,66,TEZONTEPEC DE ALDAMA,23,59,2580,2734,257,169,963,230,190,13872,440,86,47,17,3,67,66,13,4,520,139,27,142,3,994,6,521,24090,36395
13,HIDALGO,67,TIANGUISTENGO,16,22,306,1116,105,79,238,90,578,2468,1200,9,4,2,0,18,18,32,6,72,28,13,49,3,74,0,668,7176,10452
13,HIDALGO,68,TIZAYUCA,40,148,6853,6362,724,293,2004,372,399,29871,1218,336,84,51,10,233,105,57,10,1856,349,41,381,50,3429,23,1063,56174,93805
13,HIDALGO,69,TLAHUELILPAN,9,22,614,992,53,31,276,61,77,5344,98,32,5,5,1,25,8,10,20,186,57,6,31,0,356,1,143,8432,12965
13,HIDALGO,70,TLAHUILTEPA,17,21,332,1520,99,27,377,50,429,1284,64,11,10,4,0,29,13,13,5,59,28,3,23,0,42,1,198,4621,7327
13,HIDALGO,71,TLANALAPA,8,16,461,841,56,20,189,45,92,3871,89,19,6,0,2,24,10,5,4,113,35,11,42,1,249,1,115,6301,8518
13,HIDALGO,72,TLANCHINOL,26,51,2739,2723,411,123,878,196,336,7454,708,43,82,14,1,32,29,25,5,261,80,22,118,3,193,1,1197,17674,24436
13,HIDALGO,73,TLAXCOAPAN,12,36,1544,1697,112,84,523,63,149,8037,224,45,12,8,1,36,29,12,3,335,108,23,84,5,657,6,269,14066,21104
13,HIDALGO,74,TOLCAYUCA,8,19,1258,1224,116,37,158,66,111,3543,161,57,13,6,1,31,19,13,1,158,21,2,44,0,409,1,129,7579,11613
13,HIDALGO,75,TULA DE ALLENDE,52,140,5483,6404,775,332,1824,326,327,34028,814,172,68,40,11,102,124,30,7,1328,347,40,291,2,2533,26,907,56341,84482
13,HIDALGO,76,TULANCINGO DE BRAVO,54,196,7717,8156,511,342,2444,660,557,41029,938,260,82,41,18,176,134,43,17,1146,436,60,331,51,4889,24,1490,71552,123569
13,HIDALGO,77,VILLA DE TEZONTEPEC,7,16,691,763,44,57,230,40,163,2772,135,35,5,3,2,14,7,7,1,119,22,3,46,11,347,3,169,5689,8907
13,HIDALGO,78,XOCHIATIPAN,13,24,2422,1421,427,44,271,112,124,3248,270,18,38,2,3,7,11,8,3,54,24,2,29,12,54,0,519,9123,12349
13,HIDALGO,79,XOCHICOATLAN,9,10,253,1112,37,25,478,42,41,1682,121,6,5,1,1,4,19,5,1,61,29,7,21,0,64,0,189,4204,5552
13,HIDALGO,80,YAHUALICA,15,32,637,2454,791,64,532,139,438,5020,1374,18,30,5,4,25,27,25,4,99,52,12,65,9,81,0,843,12748,16528
13,HIDALGO,81,ZACUALTIPAN DE ANGELES,19,48,1260,2224,174,194,870,172,386,8786,362,40,13,7,6,53,28,18,6,372,83,13,89,0,673,0,487,16316,26001
13,HIDALGO,82,ZAPOTLAN DE JUAREZ,8,23,1232,1738,110,54,453,70,97,4547,121,50,21,13,2,59,44,10,1,218,59,4,42,4,568,2,195,9714,14779
13,HIDALGO,83,ZEMPOALA,17,54,2253,4659,250,144,623,164,907,11027,391,77,22,11,4,71,31,68,27,413,105,10,116,13,1180,3,499,23068,32447
13,HIDALGO,84,ZIMAPAN,53,72,2489,2408,320,100,2103,109,204,8495,196,66,52,18,1,29,35,13,2,257,198,16,55,14,510,14,535,18239,30481
14,JALISCO,,VOTO EN EL EXTRANJERO,,,1971,345,62,31,298,258,11,4023,31,198,11,25,0,24,3,3,1,405,49,3,18,14,198,26,133,8141,16453
14,JALISCO,1,ACATIC,11,26,2834,728,104,946,717,487,144,1453,95,58,7,27,4,5,12,0,2,52,38,7,14,0,855,64,420,9073,16097
14,JALISCO,2,ACATLAN DE JUAREZ,11,28,1804,870,378,354,840,878,101,4064,394,26,11,25,6,11,7,1,0,109,24,7,21,3,879,15,350,11178,17461
14,JALISCO,3,AHUALULCO DE MERCADO,12,29,1231,2005,85,99,672,1887,126,5172,254,51,7,20,13,3,9,3,3,100,32,9,27,5,474,1,325,12613,17434
14,JALISCO,4,AMACUECA,4,9,401,545,46,23,170,460,58,816,73,22,3,7,3,3,0,3,1,50,6,6,17,1,115,0,103,2932,4482
14,JALISCO,5,AMATITAN,8,19,840,1003,376,171,612,351,403,3023,120,56,9,14,14,6,6,9,9,81,32,7,17,0,373,0,256,7788,11199
14,JALISCO,6,AMECA,43,90,3618,3090,340,930,1710,2807,746,10320,714,152,24,75,14,27,36,22,27,314,93,27,68,75,1686,3,1013,27931,47954
14,JALISCO,7,SAN JUANITO DE ESCOBEDO,8,15,753,612,20,118,226,773,79,1829,63,9,0,8,0,3,2,0,1,35,13,5,5,0,185,0,91,4830,7367
14,JALISCO,8,ARANDAS,30,91,10323,5442,334,339,1029,3753,301,5739,475,293,52,280,31,49,59,10,4,215,80,10,33,59,3456,5,1308,33679,55804
14,JALISCO,9,EL ARENAL,5,22,1961,843,41,114,694,1297,398,2758,161,25,7,23,3,7,7,3,5,85,31,4,10,0,620,33,269,9399,14212
14,JALISCO,10,ATEMAJAC DE BRIZUELA,5,9,727,852,34,59,240,158,485,911,69,41,4,24,0,3,1,1,1,19,11,5,4,0,101,0,111,3861,4783
14,JALISCO,11,ATENGO,6,10,1165,868,305,19,121,87,8,536,32,5,4,7,5,2,3,1,0,12,6,0,3,0,103,0,75,3367,4436
14,JALISCO,12,ATENGUILLO,5,8,339,494,8,26,86,782,3,368,23,15,1,34,2,3,2,0,0,3,1,1,0,3,140,0,68,2402,3511
14,JALISCO,13,ATOTONILCO EL ALTO,27,78,6346,2886,278,816,1174,2417,1269,5422,1389,219,34,128,14,20,20,13,10,257,70,20,74,28,2709,8,1022,26643,47034
14,JALISCO,14,ATOYAC,6,14,1038,1365,44,26,545,205,21,710,52,38,10,35,1,3,7,1,0,33,18,5,7,2,192,0,144,4502,6899
14,JALISCO,15,AUTLAN DE NAVARRO,30,80,3107,3058,253,259,1627,1795,199,13205,637,170,31,81,15,30,19,10,5,458,182,26,118,51,1329,21,741,27427,48176
14,JALISCO,16,AYOTLAN,19,49,2866,1332,177,2471,728,437,456,3329,3623,66,18,27,6,12,29,12,11,196,18,27,133,71,1173,2,802,18022,28865
14,JALISCO,17,AYUTLA,12,20,1983,571,26,135,229,1644,23,1408,128,22,2,18,2,7,5,1,1,37,10,3,6,1,232,2,207,6703,10353
14,JALISCO,18,LA BARCA,36,93,3469,2770,296,404,1644,2441,1347,11950,1231,108,20,64,23,25,22,26,9,485,118,32,145,40,1581,30,919,29199,54172
14,JALISCO,19,BOLAÑOS,3,4,552,371,7,3,77,44,5,455,30,8,1,32,0,1,2,0,0,14,7,0,5,0,38,0,51,1703,2175
14,JALISCO,20,CABO CORRIENTES,6,18,270,1375,30,22,712,1225,16,2038,125,14,1,10,6,4,7,5,0,83,42,10,9,3,113,0,238,6358,8988
14,JALISCO,21,CASIMIRO CASTILLO,14,27,754,960,90,103,516,1264,48,4073,179,20,4,11,9,1,7,4,2,114,51,16,40,9,277,3,312,8867,15927
14,JALISCO,22,CIHUATLAN,17,45,1272,2092,1008,153,874,688,183,8009,263,31,20,10,130,20,17,9,6,208,81,14,43,12,636,3,705,16487,26508
14,JALISCO,23,ZAPOTLAN EL GRANDE,51,134,6280,3668,377,341,2370,5525,243,24383,1012,209,20,123,24,28,58,9,3,571,185,31,149,12,4758,41,1334,51754,83914
14,JALISCO,24,SAN GABRIEL,10,20,1023,1626,587,56,479,712,21,2480,155,86,16,20,32,10,17,2,1,82,21,1,15,0,225,0,304,7971,11889
14,JALISCO,25,COCULA,17,38,2273,1373,110,436,444,1508,63,5666,257,50,3,43,5,8,17,3,5,119,30,14,31,7,841,1,364,13671,22660
14,JALISCO,26,COLOTLAN,15,29,1865,1233,65,66,443,559,40,3240,340,54,10,49,4,4,12,6,2,331,43,6,19,5,869,3,363,9631,14675
14,JALISCO,27,CONCEPCION DE BUENOS AIRES,5,9,550,411,20,632,182,511,13,783,53,6,4,10,2,1,8,0,4,10,5,1,4,1,194,0,123,3528,4930
14,JALISCO,28,CUAUTITLAN DE GARCIA BARRAGAN,9,24,3172,1525,59,25,437,1765,26,2408,175,17,15,23,18,8,8,1,0,73,16,11,18,4,132,2,516,10454,13040
14,JALISCO,29,CUAUTLA,4,5,651,286,9,9,42,80,2,283,21,3,2,3,1,0,3,0,0,2,0,0,3,1,57,0,36,1494,2165
14,JALISCO,30,CUQUIO,12,26,977,831,87,75,3872,1255,56,1142,84,24,5,20,4,3,6,1,1,128,130,19,5,1,463,0,313,9502,14046
14,JALISCO,31,CHAPALA,19,62,5814,3323,107,220,953,2864,120,8320,388,89,21,80,10,22,31,4,4,232,87,10,56,3,1510,11,612,24891,37256
14,JALISCO,32,CHIMALTITAN,3,5,843,791,4,2,59,182,2,268,24,1,2,2,1,0,7,0,0,4,4,2,2,0,38,0,61,2299,2769
14,JALISCO,33,CHIQUILISTLAN,4,8,346,761,397,7,156,104,12,897,59,30,21,3,2,3,2,2,0,25,4,4,6,3,54,0,107,3005,4332
14,JALISCO,34,DEGOLLADO,16,34,2108,2780,163,507,357,234,111,1958,126,60,14,15,2,11,16,1,3,58,25,3,15,17,657,0,326,9567,18278
14,JALISCO,35,EJUTLA,2,4,177,268,193,19,53,181,2,273,17,3,1,5,0,1,3,0,0,9,1,0,4,1,34,1,38,1284,1913
14,JALISCO,36,ENCARNACION DE DIAZ,31,66,10114,3300,142,164,739,316,106,3851,270,179,42,82,3,24,43,8,2,146,34,7,36,14,1663,29,660,21974,37535
14,JALISCO,37,ETZATLAN,11,25,1708,875,48,144,665,1487,244,3317,257,22,10,20,6,6,5,11,1,108,37,5,26,3,593,0,297,9895,14672
14,JALISCO,38,GOMEZ FARIAS,8,19,631,1496,67,103,340,972,73,2848,116,30,1,16,4,5,7,2,1,42,26,2,18,1,368,1,247,7417,11864
14,JALISCO,39,EL GRULLO,12,31,1703,1192,118,82,625,348,161,4351,220,85,15,19,8,7,9,6,3,159,48,6,32,12,526,7,373,10115,19466
14,JALISCO,40,GUACHINANGO,8,11,319,513,77,334,132,301,14,530,57,4,1,9,0,2,7,1,9,18,4,1,4,2,80,1,125,2545,3596
14,JALISCO,41,GUADALAJARA,982,2182,195305,90051,4458,6382,31793,50074,4916,275413,13529,5586,822,4365,388,1546,1399,370,194,12184,3667,660,2674,697,60672,771,20232,788148,1258768
14,JALISCO,42,HOSTOTIPAQUILLO,11,16,896,948,198,35,319,341,46,970,86,97,27,20,9,4,10,4,0,56,14,4,9,0,73,0,231,4397,6635
14,JALISCO,43,HUEJUCAR,5,10,672,600,18,15,118,864,15,846,32,5,1,26,1,1,6,1,0,25,9,5,4,26,121,0,119,3530,5225
14,JALISCO,44,HUEJUQUILLA EL ALTO,7,16,1750,1078,28,11,117,307,11,978,28,6,5,13,0,4,9,1,0,18,6,2,11,0,103,0,137,4623,7127
14,JALISCO,45,LA HUERTA,18,32,878,2160,137,124,542,1854,39,5007,239,217,20,39,24,6,27,5,0,58,48,9,26,10,288,2,565,12324,18103
14,JALISCO,46,IXTLAHUACAN DE LOS MEMBRILLOS,11,51,2243,3599,159,237,981,1539,114,6839,394,96,12,52,7,23,19,5,3,269,69,17,52,1,862,3,455,18050,33303
14,JALISCO,47,IXTLAHUACAN DEL RIO,11,26,1517,1701,75,173,736,1793,101,1735,134,53,3,60,3,7,11,4,0,100,31,5,9,0,794,14,326,9385,15140
14,JALISCO,48,JALOSTOTITLAN,22,45,5588,2045,73,128,288,1515,166,1616,146,43,14,61,7,10,19,2,3,53,19,6,12,0,1471,3,417,13705,24100
14,JALISCO,49,JAMAY,12,31,2283,2150,78,254,777,342,24,3948,242,66,16,46,1,3,10,3,2,144,65,6,19,26,676,0,331,11512,18650
14,JALISCO,50,JESUS MARIA,14,26,3775,720,55,173,227,2136,34,1001,112,44,7,58,10,4,2,3,0,35,13,3,9,2,548,0,321,9292,16286
14,JALISCO,51,JILOTLAN DE LOS DOLORES,10,16,174,748,46,22,208,1703,11,1071,91,48,12,32,11,1,7,0,0,24,2,6,8,1,45,0,217,4488,6446
14,JALISCO,52,JOCOTEPEC,18,55,3227,2450,100,588,632,2954,229,6087,366,198,27,116,15,11,34,9,8,183,64,5,48,1,1337,39,531,19259,33077
14,JALISCO,53,JUANACATLAN,7,21,1552,962,50,220,452,914,28,3212,210,20,9,19,2,6,3,0,0,100,35,8,16,0,382,3,254,8457,12825
14,JALISCO,54,JUCHITLAN,6,10,1111,561,44,203,147,147,9,785,57,24,5,42,5,2,6,2,0,17,11,2,1,0,96,0,117,3394,5016
14,JALISCO,55,LAGOS DE MORENO,72,207,17773,9927,439,470,2102,10722,310,16276,819,659,89,824,42,80,133,15,12,600,191,36,125,145,5312,19,1772,68892,117951
14,JALISCO,56,EL LIMON,6,10,337,471,125,21,118,85,17,1608,45,12,4,6,0,3,1,1,0,31,13,3,9,3,144,0,103,3160,5426
14,JALISCO,57,MAGDALENA,10,25,1903,2026,141,56,424,371,65,3005,170,46,10,17,0,9,20,4,0,95,27,2,18,3,445,4,282,9143,15180
14,JALISCO,58,SANTA MARIA DEL ORO,4,5,344,420,16,7,66,240,2,196,15,3,0,1,0,0,4,2,0,8,1,1,0,0,32,0,43,1401,1996
14,JALISCO,59,LA MANZANILLA DE LA PAZ,5,7,362,138,23,514,103,353,11,606,47,11,3,5,3,2,4,0,0,9,4,1,4,2,169,0,85,2459,3254
14,JALISCO,60,MASCOTA,13,23,1263,1132,46,53,428,1012,64,2392,118,32,5,16,5,1,6,1,1,43,22,3,12,10,465,0,163,7293,10999
14,JALISCO,61,MAZAMITLA,9,20,1022,1055,70,1171,491,634,46,2739,188,20,2,17,4,5,18,3,8,45,17,10,13,3,411,0,309,8301,10490
14,JALISCO,62,MEXTICACAN,7,10,810,513,14,21,66,270,23,778,23,9,0,13,1,2,2,0,0,13,6,0,6,0,86,1,95,2752,4855
14,JALISCO,63,MEZQUITIC,7,18,3100,1873,34,19,119,509,20,850,47,24,9,11,2,16,26,3,0,35,2,0,8,0,69,0,258,7034,9926
14,JALISCO,64,MIXTLAN,4,7,125,717,6,11,59,712,141,353,53,6,1,5,0,2,2,2,0,8,1,0,0,0,37,0,43,2284,3128
14,JALISCO,65,OCOTLAN,42,124,8082,3192,289,282,2196,3581,635,18598,893,215,36,182,13,28,30,23,2,597,253,56,163,86,3340,8,1033,43813,76008
14,JALISCO,66,OJUELOS DE JALISCO,15,35,1665,1590,697,586,397,3304,60,3042,169,227,33,69,65,4,40,5,2,93,27,8,35,26,752,4,508,13408,20406
14,JALISCO,67,PIHUAMO,12,21,528,395,38,790,192,296,35,3179,93,17,3,4,4,0,20,0,6,56,12,7,26,1,116,0,250,6068,8975
14,JALISCO,68,PONCITLAN,20,60,2393,3200,1061,256,1155,2199,97,7506,385,163,19,53,40,22,27,6,5,312,83,7,56,42,880,4,704,20675,36422
14,JALISCO,69,PUERTO VALLARTA,78,330,13015,7313,541,606,5250,9063,423,59142,1719,411,67,304,66,122,102,34,9,1707,649,88,430,172,5474,109,2962,109778,211250
14,JALISCO,70,VILLA PURIFICACION,9,18,894,829,58,26,245,1472,17,2180,97,2,9,12,6,3,9,3,0,39,13,2,22,3,81,4,282,6308,9952
14,JALISCO,71,QUITUPAN,12,18,605,1561,90,24,249,927,8,840,67,55,9,24,4,2,18,2,2,27,10,5,4,0,63,0,216,4812,8421
14,JALISCO,72,EL SALTO,26,170,7445,9128,428,513,2791,9104,278,23817,1326,395,33,282,53,75,101,19,14,1141,253,73,192,27,3418,18,1775,62699,115960
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,649,337,20,72,74,204,8,369,31,1,0,5,0,4,3,0,0,9,2,0,2,0,129,1,87,2007,2899
14,JALISCO,74,SAN DIEGO DE ALEJANDRIA,7,12,1614,960,16,144,78,66,6,316,16,20,6,29,3,1,8,2,1,13,1,0,3,7,152,27,85,3574,5201
14,JALISCO,75,SAN JUAN DE LOS LAGOS,34,87,10802,1869,203,2300,750,1004,1223,6084,340,212,36,85,5,26,40,17,21,193,55,6,39,89,3678,9,878,29964,51313
14,JALISCO,76,SAN JULIAN,9,21,3509,1284,39,64,149,1251,52,766,37,33,6,73,3,9,4,3,0,27,2,0,6,36,745,3,231,8332,12689
14,JALISCO,77,SAN MARCOS,2,5,212,352,19,12,167,409,83,698,77,4,1,5,1,0,0,1,0,8,9,1,5,0,74,0,55,2193,2967
14,JALISCO,78,SAN MARTIN DE BOLAÑOS,5,7,421,418,4,4,55,449,9,289,8,7,0,11,4,0,3,1,0,8,2,0,3,0,75,0,63,1834,2582
14,JALISCO,79,SAN MARTIN HIDALGO,17,41,1258,2347,87,80,658,2136,76,5701,318,115,11,30,17,7,17,3,1,132,39,25,41,0,774,3,489,14365,23890
14,JALISCO,80,SAN MIGUEL EL ALTO,17,42,6388,1444,118,474,317,516,498,1368,593,191,28,59,1,11,18,6,11,93,19,13,46,0,1713,56,536,14517,24153
14,JALISCO,81,SAN SEBASTIAN DEL OESTE,7,10,134,180,23,625,112,706,23,1345,52,3,1,3,4,9,18,1,2,32,12,2,18,2,85,1,95,3488,4615
14,JALISCO,82,SANTA MARIA DE LOS ANGELES,5,7,890,604,8,16,60,121,4,272,24,24,6,27,1,2,3,2,0,5,4,1,2,0,111,1,74,2262,3262
14,JALISCO,83,SAYULA,18,43,1777,1443,384,155,1287,735,183,7191,651,88,14,26,15,9,9,3,4,276,73,16,55,4,1246,14,511,16169,26342
14,JALISCO,84,TALA,31,88,3060,4387,226,556,1759,3779,249,12066,532,127,18,74,18,16,35,9,3,308,120,15,49,1,1814,17,880,30118,52767
14,JALISCO,85,TALPA DE ALLENDE,10,21,1440,2471,69,35,467,925,35,1926,176,40,9,85,3,9,33,1,0,42,19,2,21,0,281,2,366,8457,11195
14,JALISCO,86,TAMAZULA DE GORDIANO,35,65,2516,2613,1016,1196,1151,570,392,6680,343,139,54,40,58,23,41,5,26,251,89,14,59,5,948,22,902,19153,33919
14,JALISCO,87,TAPALPA,9,25,1761,1330,1173,1305,1097,836,188,2231,204,124,50,19,25,8,20,1,10,74,39,6,10,1,407,4,379,11302,13883
14,JALISCO,88,TECALITLAN,16,26,832,1508,188,45,371,1397,35,2809,145,19,7,17,9,6,8,1,0,55,24,3,12,0,489,6,355,8341,12853
14,JALISCO,89,TECOLOTLAN,13,26,1485,1896,65,70,561,1561,31,2842,223,22,5,30,9,3,7,2,1,75,24,6,14,3,437,0,291,9663,13402
14,JALISCO,90,TECHALUTA DE MONTENEGRO,3,6,229,169,17,281,137,536,3,635,51,4,2,8,1,0,13,0,0,6,2,1,3,0,93,0,82,2273,3100
