ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,87,228,15,9,220,4,23,228,17,2,2,0,0,0,0,0,0,4,5,0,1,0,26,1,67,939,1254
20,OAXACA,78,SAN AGUSTIN ATENANGO,2,3,32,220,127,1,56,8,2,383,9,0,2,0,0,2,5,1,0,13,6,1,6,0,11,0,31,916,1530
20,OAXACA,79,SAN AGUSTIN CHAYUCO,3,6,29,270,224,15,90,12,20,1070,45,8,2,1,0,7,3,0,0,45,16,3,13,5,7,0,95,1980,2996
20,OAXACA,80,SAN AGUSTIN DE LAS JUNTAS,2,10,273,374,68,26,284,17,11,2478,63,14,5,1,0,9,11,3,1,108,38,1,25,1,186,0,70,4067,6667
20,OAXACA,81,SAN AGUSTIN ETLA,2,6,112,239,17,17,159,20,4,1250,49,5,1,0,0,7,6,1,0,57,29,5,11,3,75,2,34,2103,3154
20,OAXACA,82,SAN AGUSTIN LOXICHA,13,32,787,2194,181,194,514,130,308,4004,214,13,9,0,3,10,58,3,8,81,29,14,30,7,68,3,743,9605,16007
20,OAXACA,83,SAN AGUSTIN TLACOTEPEC,2,2,11,15,38,0,36,5,1,252,9,0,0,0,0,0,0,0,0,6,4,1,4,0,4,0,14,400,666
20,OAXACA,84,SAN AGUSTIN YATARENI,2,5,114,120,5,9,153,11,6,722,29,5,1,2,0,7,3,1,0,57,27,4,11,0,55,0,33,1375,3119
20,OAXACA,85,SAN ANDRES CABECERA NUEVA,3,4,32,390,25,44,538,5,4,324,14,0,0,0,0,13,20,3,0,24,31,5,2,0,24,0,56,1554,1996
20,OAXACA,86,SAN ANDRES DINICUITI,3,6,52,176,175,108,131,3,2,431,23,0,3,1,2,4,11,0,3,16,8,0,2,1,16,0,46,1214,1699
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,7,89,483,24,13,85,31,184,1736,45,1,1,0,1,1,1,6,2,24,13,0,11,0,19,0,116,2886,4405
20,OAXACA,88,SAN ANDRES HUAYAPAM,2,6,276,291,20,18,150,10,7,1315,36,13,6,2,0,11,8,0,0,41,22,7,9,0,127,0,51,2420,3791
20,OAXACA,89,SAN ANDRES IXTLAHUACA,1,3,51,75,10,5,77,9,7,388,11,1,0,0,1,1,1,0,0,15,13,0,3,1,23,0,23,715,1265
20,OAXACA,90,SAN ANDRES LAGUNAS,1,1,12,65,7,5,24,7,1,79,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,211,383
20,OAXACA,91,SAN ANDRES NUXIÑO,2,3,46,230,23,8,134,4,1,151,8,4,1,2,0,3,8,1,0,14,11,0,1,0,10,0,25,685,1325
20,OAXACA,92,SAN ANDRES PAXTLAN,3,7,150,229,27,32,144,11,29,559,60,4,3,0,0,0,15,0,4,45,10,3,13,0,16,0,167,1521,2984
20,OAXACA,93,SAN ANDRES SINAXTLA,1,1,16,21,9,1,59,0,3,227,3,1,1,0,1,0,0,0,0,11,3,0,1,0,9,1,10,377,559
20,OAXACA,94,SAN ANDRES SOLAGA,2,3,13,99,14,6,41,1,10,423,8,0,0,0,0,0,1,1,0,13,8,5,0,0,0,0,20,663,1235
20,OAXACA,95,SAN ANDRES TEOTILALPAM,2,6,57,314,27,15,70,28,28,1164,25,1,0,0,0,9,9,2,0,25,18,4,10,0,14,1,72,1893,2769
20,OAXACA,96,SAN ANDRES TEPETLAPA,1,1,16,27,35,3,9,0,3,36,3,1,1,0,1,0,0,0,0,5,1,0,2,0,2,0,12,157,334
20,OAXACA,97,SAN ANDRES YAA,1,1,6,35,5,2,8,3,3,134,5,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,5,211,331
20,OAXACA,98,SAN ANDRES ZABACHE,1,1,37,89,18,7,18,0,5,180,7,0,0,0,0,0,7,0,0,7,6,0,4,0,2,0,20,407,639
20,OAXACA,99,SAN ANDRES ZAUTLA,2,5,65,467,23,9,121,20,5,1346,57,2,0,0,0,6,5,0,1,43,31,8,13,0,62,0,34,2318,2988
20,OAXACA,100,SAN ANTONINO CASTILLO VELASCO,4,8,176,319,52,36,166,27,8,1664,85,5,3,0,2,4,10,0,2,71,35,4,14,4,102,0,86,2875,4246
20,OAXACA,101,SAN ANTONINO EL ALTO,2,4,56,83,107,16,82,21,8,567,19,2,1,0,1,3,3,1,0,26,6,0,4,0,11,0,64,1081,1730
20,OAXACA,102,SAN ANTONINO MONTE VERDE,4,9,79,1093,237,40,173,37,24,1052,18,9,7,1,4,17,9,0,2,52,15,2,7,0,9,1,207,3095,5068
20,OAXACA,103,SAN ANTONIO ACUTLA,1,1,1,9,7,0,31,1,2,70,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,7,139,212
20,OAXACA,104,SAN ANTONIO DE LA CAL,5,24,595,753,252,53,617,48,37,6294,152,25,14,4,1,20,19,5,14,284,126,10,50,1,344,3,190,9911,16159
20,OAXACA,105,SAN ANTONIO HUITEPEC,6,6,39,42,142,10,196,12,11,873,17,3,1,1,1,0,0,0,0,29,33,5,9,1,7,0,45,1477,2197
20,OAXACA,106,SAN ANTONIO NANAHUATIPAM,1,2,13,46,3,4,30,1,36,556,18,0,0,0,0,4,1,4,0,12,5,0,1,0,7,0,13,754,1006
20,OAXACA,107,SAN ANTONIO SINICAHUA,1,4,9,68,44,13,65,8,9,323,11,0,0,0,0,0,1,0,0,23,6,0,3,0,4,0,53,640,1027
20,OAXACA,108,SAN ANTONIO TEPETLAPA,2,5,15,74,70,15,81,22,11,822,24,0,2,0,0,1,4,0,1,18,12,0,5,0,4,0,90,1271,2803
20,OAXACA,109,SAN BALTAZAR CHICHICAPAM,2,4,25,350,30,21,65,19,9,1195,23,0,0,0,0,4,11,0,0,11,11,0,5,0,24,0,45,1848,2233
20,OAXACA,110,SAN BALTAZAR LOXICHA,1,4,77,200,9,9,69,15,15,854,31,1,0,1,0,2,1,0,0,20,15,3,9,3,11,0,70,1415,2102
20,OAXACA,111,SAN BALTAZAR YATZACHI EL BAJO,3,3,8,27,10,3,16,2,5,185,7,0,0,0,0,0,1,0,0,8,1,0,3,0,1,1,0,278,489
20,OAXACA,112,SAN BARTOLO COYOTEPEC,3,12,307,420,52,24,247,24,9,3144,64,18,4,0,0,21,5,0,0,128,41,10,12,2,223,0,72,4827,6694
20,OAXACA,113,SAN BARTOLO SOYALTEPEC,2,2,11,37,12,3,35,2,4,151,8,4,0,0,0,2,1,0,0,7,2,0,0,2,4,0,5,290,502
20,OAXACA,114,SAN BARTOLO YAUTEPEC,1,1,34,25,5,4,60,4,3,150,9,0,0,0,0,1,0,0,0,3,4,2,0,0,9,0,5,318,508
20,OAXACA,115,SAN BARTOLOME AYAUTLA,3,5,112,404,16,13,211,33,441,702,53,3,2,0,0,0,0,2,0,12,4,1,7,1,25,1,281,2324,2766
20,OAXACA,116,SAN BARTOLOME LOXICHA,2,4,24,50,17,2,38,15,10,557,15,0,2,0,0,0,2,1,0,17,9,4,6,0,4,0,40,813,1554
20,OAXACA,117,SAN BARTOLOME QUIALANA,1,3,36,105,19,14,87,14,11,264,8,0,1,0,0,2,4,0,1,9,7,0,1,1,5,0,28,617,2127
20,OAXACA,118,SAN BARTOLOME YUCUAÑE,1,1,4,55,5,3,8,1,4,79,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,7,172,278
20,OAXACA,119,SAN BARTOLOME ZOOGOCHO,1,1,6,9,9,2,18,4,0,78,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,136,274
20,OAXACA,120,SAN BERNARDO MIXTEPEC,2,4,44,130,81,7,102,13,16,675,53,3,2,1,0,0,2,1,7,16,10,5,4,0,10,1,54,1237,2159
20,OAXACA,121,SAN BLAS ATEMPA,6,23,163,2227,446,28,331,58,25,7092,106,12,5,2,4,3,19,2,0,92,24,2,14,0,72,0,228,10955,14211
20,OAXACA,122,SAN CARLOS YAUTEPEC,10,20,206,276,133,26,731,38,64,2293,80,3,5,1,2,2,2,0,1,159,68,10,14,2,13,2,157,4288,7325
20,OAXACA,123,SAN CRISTOBAL AMATLAN,4,6,113,82,46,12,161,36,44,1324,46,0,2,0,0,0,0,0,0,24,15,5,13,3,8,0,112,2046,3417
20,OAXACA,124,SAN CRISTOBAL AMOLTEPEC,1,2,8,13,18,3,48,9,5,276,9,0,0,0,0,1,1,0,0,21,6,0,4,0,4,0,26,452,843
20,OAXACA,125,SAN CRISTOBAL LACHIRIOAG,1,2,18,47,14,10,26,11,9,483,3,1,0,0,0,0,0,1,0,13,1,3,2,0,7,0,41,690,999
20,OAXACA,126,SAN CRISTOBAL SUCHIXTLAHUACA,1,1,4,19,7,0,21,2,3,92,5,0,0,0,0,0,0,0,0,8,7,0,1,0,2,0,3,174,246
20,OAXACA,127,SAN DIONISIO DEL MAR,3,7,23,1086,101,0,45,12,10,1029,13,0,0,0,1,2,7,0,0,11,2,1,5,0,4,3,27,2382,3893
20,OAXACA,128,SAN DIONISIO OCOTEPEC,5,13,350,821,124,97,679,62,57,1681,96,9,8,1,2,12,18,2,1,92,51,8,19,14,90,5,220,4519,8054
20,OAXACA,129,SAN DIONISIO OCOTLAN,1,2,49,58,27,3,36,5,6,307,14,2,0,1,1,0,3,1,0,10,2,0,5,0,22,0,19,571,983
20,OAXACA,130,SAN ESTEBAN ATATLAHUCA,4,8,30,75,127,12,161,23,9,1347,31,3,1,0,2,1,2,1,0,64,21,6,12,2,11,1,120,2062,2749
20,OAXACA,131,SAN FELIPE JALAPA DE DIAZ,11,35,388,4149,2011,149,192,87,90,8327,105,11,15,0,4,8,12,4,0,100,18,3,31,0,53,2,289,16048,19015
20,OAXACA,132,SAN FELIPE TEJALAPAM,4,8,134,260,65,46,230,25,19,1446,50,8,2,0,0,11,13,2,3,71,34,5,14,3,46,0,77,2564,5336
20,OAXACA,133,SAN FELIPE USILA,5,14,689,1668,29,80,252,24,34,4300,128,2,2,2,0,2,3,0,0,20,12,0,7,1,40,6,107,7408,8548
20,OAXACA,134,SAN FRANCISCO CAHUACUA,3,5,69,147,62,10,60,10,19,813,27,2,0,1,0,0,0,0,0,27,12,0,7,2,4,0,39,1311,2229
20,OAXACA,135,SAN FRANCISCO CAJONOS,1,1,2,8,1,0,5,3,1,154,5,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,11,196,352
20,OAXACA,136,SAN FRANCISCO CHAPULAPA,1,2,22,96,12,9,68,12,55,394,20,1,2,0,0,29,3,9,0,23,8,0,9,0,1,0,52,825,1313
20,OAXACA,137,SAN FRANCISCO CHINDUA,1,1,26,47,12,2,88,3,4,114,4,2,0,0,0,2,0,0,0,4,4,0,2,0,11,0,12,337,557
20,OAXACA,138,SAN FRANCISCO DEL MAR,5,11,72,1561,52,8,201,21,25,1782,484,0,0,0,0,0,1,0,6,7,3,2,2,1,18,0,70,4316,5858
20,OAXACA,139,SAN FRANCISCO HUEHUETLAN,1,1,16,43,19,1,17,5,7,184,5,1,1,0,0,0,6,2,0,12,7,1,4,0,0,0,29,360,657
20,OAXACA,140,SAN FRANCISCO IXHUATAN,8,15,263,982,110,18,591,33,23,2986,93,3,5,4,0,1,19,2,1,56,18,4,7,1,19,0,104,5343,6994
20,OAXACA,141,SAN FRANCISCO JALTEPETONGO,2,2,15,86,30,6,103,5,6,166,12,0,0,0,0,4,1,1,0,11,6,0,0,4,10,0,27,493,790
20,OAXACA,142,SAN FRANCISCO LACHIGOLO,1,4,118,171,7,5,107,8,7,811,32,1,0,0,0,4,6,1,0,42,19,3,5,0,62,1,23,1433,2566
20,OAXACA,143,SAN FRANCISCO LOGUECHE,2,4,90,102,38,20,178,16,22,326,25,2,0,0,0,1,4,0,0,56,4,2,4,3,7,0,45,945,1732
20,OAXACA,144,SAN FRANCISCO NUXAÑO,1,1,7,64,7,3,21,2,4,30,2,0,1,0,0,3,0,0,0,0,1,0,1,0,2,0,10,158,273
20,OAXACA,145,SAN FRANCISCO OZOLOTEPEC,2,3,29,58,33,13,99,16,23,360,25,0,0,0,0,0,2,0,0,14,7,0,5,0,5,0,50,739,1343
20,OAXACA,146,SAN FRANCISCO SOLA,1,2,48,56,11,11,56,9,14,373,19,2,1,1,0,3,0,0,0,25,1,0,5,7,8,16,18,684,1204
20,OAXACA,147,SAN FRANCISCO TELIXTLAHUACA,6,16,341,1003,106,48,955,39,54,3795,157,14,4,3,1,16,19,4,0,154,62,6,27,2,158,12,159,7139,9181
20,OAXACA,148,SAN FRANCISCO TEOPAN,1,1,19,31,3,0,25,0,0,62,7,2,0,0,0,4,0,0,0,10,7,0,0,0,0,0,6,176,253
20,OAXACA,149,SAN FRANCISCO TLAPANCINGO,1,3,15,96,53,19,51,9,17,266,12,1,5,0,0,2,3,0,1,19,7,1,4,0,1,0,46,628,1526
20,OAXACA,150,SAN GABRIEL MIXTEPEC,3,6,78,482,32,10,67,15,17,1274,20,2,1,0,0,6,22,0,1,19,10,0,7,0,23,0,52,2138,3247
20,OAXACA,151,SAN ILDEFONSO AMATLAN,2,4,91,239,23,18,59,13,19,374,34,0,1,0,0,0,4,0,0,4,2,4,1,0,14,0,53,953,1681
20,OAXACA,152,SAN ILDEFONSO SOLA,1,1,19,67,15,11,28,5,14,132,6,3,0,0,0,3,1,0,0,7,2,0,2,0,1,0,20,336,557
20,OAXACA,153,SAN ILDEFONSO VILLA ALTA,3,7,16,151,14,5,55,9,15,1211,19,3,2,0,1,2,3,0,0,20,10,1,10,4,8,0,43,1602,2600
20,OAXACA,154,SAN JACINTO AMILPAS,3,16,625,849,225,33,395,35,26,4387,131,17,11,3,0,5,20,4,0,177,45,4,20,0,415,1,138,7566,10650
20,OAXACA,155,SAN JACINTO TLACOTEPEC,1,3,14,55,38,7,38,8,6,295,7,1,0,1,2,0,1,0,1,7,7,0,7,0,5,0,45,545,1622
20,OAXACA,156,SAN JERONIMO COATLAN,3,7,174,242,88,36,87,18,18,825,41,5,3,3,0,2,10,0,0,41,10,4,8,2,11,2,75,1705,3205
20,OAXACA,157,SAN JERONIMO SILACAYOAPILLA,2,2,189,294,2,2,16,2,2,130,9,7,2,1,0,0,4,1,0,3,0,1,0,0,9,0,18,692,1156
20,OAXACA,158,SAN JERONIMO SOSOLA,4,5,77,266,26,14,172,13,18,429,18,5,0,2,0,4,5,0,0,23,11,0,7,2,19,0,31,1142,1901
20,OAXACA,159,SAN JERONIMO TAVICHE,1,2,74,170,20,7,43,9,7,212,13,3,0,1,0,1,2,1,0,21,5,0,2,2,8,0,21,622,1215
20,OAXACA,160,SAN JERONIMO TECOATL,2,3,20,98,17,5,31,8,8,359,12,1,0,0,1,3,5,1,0,13,9,2,2,0,8,0,30,633,1081
20,OAXACA,161,SAN JERONIMO TLACOCHAHUAYA,4,8,170,405,27,29,145,16,11,1272,41,6,0,2,1,6,14,3,1,59,30,3,12,2,57,1,72,2385,4087
20,OAXACA,162,SAN JORGE NUCHITA,3,5,42,53,188,18,46,7,3,284,8,1,0,0,1,0,0,0,0,13,2,0,6,0,7,2,45,726,2329
20,OAXACA,163,SAN JOSE AYUQUILA,2,2,19,162,15,2,26,9,2,206,4,1,1,0,0,1,9,0,0,13,6,4,2,1,4,0,21,508,1056
20,OAXACA,164,SAN JOSE CHILTEPEC,6,14,707,792,43,21,344,46,107,3767,413,8,5,2,0,6,3,2,0,204,25,14,56,1,103,0,185,6854,8448
20,OAXACA,165,SAN JOSE DEL PEÑASCO,2,3,44,330,9,21,47,9,9,285,35,0,0,0,0,2,11,0,0,7,3,9,10,0,10,0,40,881,1491
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,35,182,18,1,28,7,4,255,17,1,0,0,0,0,2,0,0,4,2,0,1,0,9,0,38,604,749
20,OAXACA,167,SAN JOSE INDEPENDENCIA,3,6,48,1072,931,5,64,6,1,465,4,1,3,0,2,2,5,0,0,6,2,1,1,0,4,0,31,2654,3242
20,OAXACA,168,SAN JOSE LACHIGUIRI,3,5,110,78,50,36,162,48,36,621,31,1,0,0,0,2,1,0,0,27,8,3,6,0,25,0,85,1330,2846
20,OAXACA,169,SAN JOSE DEL PROGRESO,4,9,265,550,155,34,168,41,34,1397,52,4,4,0,1,9,24,2,0,41,9,3,8,2,67,0,112,2982,4924
20,OAXACA,170,SAN JOSE TENANGO,16,26,140,2499,146,27,2221,1387,333,1643,166,14,3,10,10,8,8,9,2,41,73,14,8,0,34,0,319,9115,11608
20,OAXACA,171,SAN JUAN ACHIUTLA,1,1,6,30,3,2,16,6,2,137,4,0,0,0,1,0,0,0,0,9,1,0,2,0,6,0,9,234,351
20,OAXACA,172,SAN JUAN ATEPEC,2,2,68,111,21,7,52,7,14,326,6,1,1,0,0,0,2,1,1,4,10,0,1,2,14,0,35,684,1115
20,OAXACA,173,SAN JUAN BAUTISTA ATATLAHUCA,1,2,43,33,91,5,37,9,19,156,1,0,9,0,0,0,1,0,0,3,4,0,0,0,0,0,27,438,1237
20,OAXACA,174,SAN JUAN BAUTISTA COIXTLAHUACA,4,6,53,246,40,20,200,10,11,549,31,2,1,0,1,2,6,0,1,25,23,2,5,3,19,0,59,1309,2099
20,OAXACA,175,SAN JUAN BAUTISTA CUICATLAN,13,19,614,1229,68,33,292,21,121,2994,115,22,12,3,4,44,18,12,4,100,31,10,24,0,58,6,251,6086,7280
20,OAXACA,176,SAN JUAN BAUTISTA GUELACHE,3,8,121,291,26,14,171,18,15,1593,47,4,3,2,0,3,7,2,0,80,36,5,14,2,98,1,51,2604,4266
20,OAXACA,177,SAN JUAN BAUTISTA JAYACATLAN,1,2,38,138,21,14,30,7,4,151,4,3,1,0,0,4,3,2,0,9,8,1,0,0,7,0,22,467,1014
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,50,236,23,11,35,133,49,822,41,9,0,1,1,3,3,2,0,19,7,1,4,0,16,1,102,1569,2013
20,OAXACA,179,SAN JUAN BAUTISTA SUCHITEPEC,2,2,83,106,4,0,14,1,2,76,6,0,1,0,0,0,0,0,0,2,0,0,1,0,4,0,13,313,406
20,OAXACA,180,SAN JUAN BAUTISTA TLACHICHILCO,2,2,30,40,15,5,41,5,0,270,13,2,0,0,0,1,2,0,0,20,3,2,3,0,0,0,23,475,1000
20,OAXACA,181,SAN JUAN BAUTISTA TLACOATZINTEPEC,1,4,15,314,5,7,88,2,185,737,31,0,0,0,0,3,0,2,0,2,1,0,0,0,4,0,27,1423,1661
20,OAXACA,182,SAN JUAN BAUTISTA TUXTEPEC,74,201,4227,4753,440,2550,5231,711,4664,47226,2410,141,31,25,10,137,139,127,69,1523,536,94,389,34,2404,8,2560,80439,113778
20,OAXACA,183,SAN JUAN BAUTISTA VALLE NACIONAL,15,32,476,1044,107,520,1173,110,361,6882,521,20,9,7,0,11,19,6,11,302,83,19,56,4,92,0,616,12449,17192
20,OAXACA,184,SAN JUAN CACAHUATEPEC,7,12,372,828,83,14,153,36,24,2753,67,2,25,2,0,14,7,0,0,81,15,4,27,0,39,1,129,4676,6420
20,OAXACA,185,SAN JUAN CHICOMEZUCHIL,1,1,7,46,2,0,16,0,1,71,8,0,0,0,0,0,3,0,0,5,1,0,3,0,4,0,5,172,248
20,OAXACA,186,SAN JUAN CHILATECA,1,2,57,75,54,4,48,4,1,575,17,3,3,0,0,2,1,0,0,16,3,2,6,2,28,0,24,925,1213
20,OAXACA,187,CHIQUIHUITLAN DE BENITO JUAREZ,2,3,28,269,35,4,44,18,19,393,7,4,0,0,0,14,12,3,0,13,1,0,4,0,2,2,55,927,1596
20,OAXACA,188,SAN JUAN CIENEGUILLA,1,1,24,60,10,1,8,0,3,76,2,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,2,193,405
20,OAXACA,189,SAN JUAN COATZOSPAM,1,2,7,30,142,308,33,4,9,563,12,1,0,1,0,4,3,1,1,3,1,0,2,0,7,0,29,1161,1463
20,OAXACA,190,SAN JUAN COLORADO,5,13,39,1445,1216,125,119,14,12,1959,45,2,6,0,7,8,31,0,0,28,8,0,9,0,6,0,152,5231,6467
20,OAXACA,191,SAN JUAN COMALTEPEC,2,4,73,96,11,10,119,15,21,500,8,1,1,1,0,0,1,0,0,15,14,0,6,0,4,0,52,948,1842
20,OAXACA,192,SAN JUAN COTZOCON,10,32,705,1208,213,73,938,111,147,4955,179,30,15,6,1,26,32,5,1,264,118,15,48,1,120,1,374,9586,16714
20,OAXACA,193,SAN JUAN DE LOS CUES,2,3,64,192,24,13,43,6,47,469,19,2,0,0,0,29,2,6,1,13,5,3,7,0,25,0,53,1023,1809
20,OAXACA,194,SAN JUAN DEL ESTADO,2,4,137,123,16,42,99,7,17,492,10,1,4,0,0,1,5,0,2,17,18,0,7,0,35,0,44,1077,1924
20,OAXACA,195,SAN JUAN DEL RIO,1,2,51,77,13,17,86,7,3,189,15,6,0,1,0,4,2,3,0,35,20,1,4,0,10,0,25,569,1031
20,OAXACA,196,SAN JUAN DIUXI,2,2,22,70,24,14,133,12,7,125,14,2,1,0,1,3,2,0,1,12,10,3,0,0,3,0,40,499,856
20,OAXACA,197,SAN JUAN EVANGELISTA ANALCO,1,1,22,15,5,2,14,3,3,128,4,2,0,0,0,0,0,0,0,7,2,3,1,0,14,0,14,239,330
20,OAXACA,198,SAN JUAN GUELAVIA,2,4,102,210,14,12,107,3,3,427,16,3,1,1,0,4,4,3,0,21,7,4,5,1,30,1,30,1009,2378
20,OAXACA,199,SAN JUAN GUICHICOVI,23,49,279,2365,7078,123,1916,60,74,3969,138,17,27,0,12,23,44,1,0,116,43,5,17,1,120,1,362,16791,22330
20,OAXACA,200,SAN JUAN IHUALTEPEC,2,2,44,30,1,1,4,2,2,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,107,577
20,OAXACA,201,SAN JUAN JUQUILA MIXES,4,5,51,43,21,14,123,22,11,549,9,0,1,0,0,0,4,0,1,27,18,0,3,2,3,0,47,949,2543
20,OAXACA,202,SAN JUAN JUQUILA VIJANOS,2,3,13,113,15,7,98,12,9,421,8,0,0,0,0,0,3,0,0,9,14,1,1,0,2,0,35,761,1305
20,OAXACA,203,SAN JUAN LACHAO,2,5,74,340,47,13,94,23,16,1105,23,0,2,0,0,4,7,0,1,21,14,2,9,0,7,0,65,1867,3067
20,OAXACA,204,SAN JUAN LACHIGALLA,4,5,289,109,16,20,203,16,16,513,18,1,1,1,0,6,1,0,0,23,18,3,2,0,23,0,38,1317,2245
20,OAXACA,205,SAN JUAN LAJARCIA,1,1,16,47,4,2,42,1,2,121,6,1,0,0,0,2,5,0,0,5,3,0,0,0,7,0,14,278,508
20,OAXACA,206,SAN JUAN LALANA,7,21,276,1928,182,72,1300,89,95,3015,146,3,6,3,1,12,39,4,2,137,82,22,37,6,52,0,356,7865,11105
20,OAXACA,207,SAN JUAN MAZATLAN,9,26,353,1014,132,72,478,93,123,5028,114,12,5,3,1,42,29,6,2,169,66,9,31,3,47,0,246,8078,12302
20,OAXACA,208,SAN JUAN MIXTEPEC,11,14,58,156,197,38,175,53,47,2333,49,2,4,0,2,1,1,0,0,82,21,3,20,1,26,5,207,3481,6296
20,OAXACA,209,SAN JUAN MIXTEPEC,1,1,21,13,11,2,41,9,3,132,10,0,0,0,0,1,0,0,0,16,3,0,2,6,1,0,14,285,499
20,OAXACA,210,SAN JUAN ÑUMI,5,9,37,358,223,42,223,38,45,1494,41,1,6,0,1,0,6,1,0,23,13,1,11,4,10,0,165,2743,4870
20,OAXACA,211,SAN JUAN OZOLOTEPEC,3,4,55,69,29,18,150,20,21,607,35,1,0,0,0,0,0,0,0,30,6,3,3,0,1,0,57,1105,1915
20,OAXACA,212,SAN JUAN PETLAPA,2,4,11,51,11,5,40,7,13,965,12,0,0,0,0,0,0,0,0,31,3,1,6,0,0,0,65,1221,1785
20,OAXACA,213,SAN JUAN QUIAHIJE,2,5,51,89,43,16,101,31,23,802,15,4,0,0,1,3,4,0,1,19,15,1,6,4,8,0,90,1327,2812
20,OAXACA,214,SAN JUAN QUIOTEPEC,2,4,31,318,15,3,131,10,14,557,11,1,0,0,0,1,3,0,0,20,9,1,2,0,3,0,33,1163,1607
20,OAXACA,215,SAN JUAN SAYULTEPEC,1,2,20,41,5,3,76,0,1,180,10,0,0,0,0,2,1,0,0,11,8,0,3,4,13,0,8,386,608
20,OAXACA,216,SAN JUAN TABAA,1,2,4,17,5,2,22,2,3,252,5,1,0,0,0,0,1,0,0,12,7,1,3,2,1,0,8,348,797
20,OAXACA,217,SAN JUAN TAMAZOLA,4,7,45,205,53,12,191,10,17,365,25,2,3,0,0,11,5,0,0,33,17,2,0,1,14,0,50,1061,2238
20,OAXACA,218,SAN JUAN TEITA,1,1,5,37,2,7,21,0,5,127,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,10,221,422
20,OAXACA,219,SAN JUAN TEITIPAC,2,4,67,180,31,19,91,15,11,308,18,0,1,1,0,2,8,0,4,16,19,3,14,0,16,0,55,879,1988
20,OAXACA,220,SAN JUAN TEPEUXILA,4,4,48,234,28,5,75,16,19,548,17,0,2,0,0,6,2,5,0,16,19,9,6,0,1,4,37,1097,1801
20,OAXACA,221,SAN JUAN TEPOSCOLULA,2,3,21,122,19,4,62,8,6,323,19,0,0,1,0,3,4,0,0,14,3,1,3,1,11,0,17,642,992
20,OAXACA,222,SAN JUAN YAEE,2,3,14,42,15,4,25,5,8,330,3,1,0,0,0,0,0,0,0,27,6,0,2,0,2,0,19,503,1005
20,OAXACA,223,SAN JUAN YATZONA,1,1,5,42,5,1,6,5,4,154,2,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,10,241,321
20,OAXACA,224,SAN JUAN YUCUITA,1,1,28,25,4,1,106,2,0,169,4,0,0,0,0,0,0,2,0,4,0,2,1,0,8,0,8,364,570
20,OAXACA,225,SAN LORENZO,3,6,1249,162,107,22,65,7,483,913,38,9,12,1,0,7,5,9,1,23,2,0,4,1,9,0,102,3231,3927
20,OAXACA,226,SAN LORENZO ALBARRADAS,2,4,93,202,30,18,114,13,18,288,20,2,1,0,1,5,5,1,1,40,13,1,3,0,18,0,66,953,2038
20,OAXACA,227,SAN LORENZO CACAOTEPEC,5,18,468,553,71,38,458,45,20,3887,130,22,6,3,1,32,20,4,1,231,54,8,28,19,244,0,117,6460,10804
20,OAXACA,228,SAN LORENZO CUAUNECUILTITLA,1,1,4,120,2,0,28,4,3,125,4,1,0,0,1,11,0,0,0,5,2,0,1,0,1,0,10,322,463
20,OAXACA,229,SAN LORENZO TEXMELUCAN,2,9,170,314,115,41,132,43,47,1539,19,3,7,2,1,1,8,0,1,22,11,1,11,13,21,0,145,2667,4528
20,OAXACA,230,SAN LORENZO VICTORIA,2,2,18,107,58,3,18,4,1,144,9,0,0,0,0,0,2,0,0,6,3,0,3,1,4,0,20,401,760
20,OAXACA,231,SAN LUCAS CAMOTLAN,1,3,51,136,10,9,66,5,11,172,6,1,0,0,0,0,0,0,0,9,3,0,0,1,1,15,29,525,1683
20,OAXACA,232,SAN LUCAS OJITLAN,12,28,2037,884,122,77,512,178,1410,6615,197,19,9,12,4,18,9,31,4,102,32,3,25,6,65,0,297,12668,15259
20,OAXACA,233,SAN LUCAS QUIAVINI,1,2,28,89,5,5,75,4,1,178,8,1,0,0,0,1,0,0,0,12,5,0,0,2,7,0,24,445,1465
